ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTALVALIDVOTESPOLLED,POSITION
S24,Uttar Pradesh,3,2017,Farrukhabad,192,Kaimganj ,SC,RAM NIVASH,M,SC,39,BSCP,564,9
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,SUSHIL KUMAR SHAKYA,M,GEN,67,BJP,93502,1
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,NARENDRA SINGH YADAV,M,GEN,67,SP,52995,2
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,ARUN KUMAR MISHRA,M,GEN,49,BSP,16500,3
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,SHISHU PRATAP SINGH,M,GEN,31,IND,3252,4
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,SANJAY SOMBANSHI,M,GEN,41,JAM,2091,5
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,BRIJENDRA SINGH,M,GEN,55,RLD,1286,6
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,None of the Above,NULL,NULL,NULL,NOTA,1250,7
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,ASIF MIRZA,M,GEN,31,PSWAM,891,8
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,BANKELAL,M,GEN,61,IND,641,9
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,PRADEEP KUMAR,M,GEN,30,LD,613,10
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,PUNEET KUMAR,M,GEN,32,IND,521,11
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,RAJEEV,M,GEN,38,IND,423,12
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,RAGHUVEER SINGH GANGWAR,M,GEN,61,ABHM,347,13
S24,Uttar Pradesh,3,2017,Farrukhabad,193,Amritpur,GEN,UMESH KUMAR,M,GEN,42,BSRD,328,14
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,MEJOR SUNIL DUTT DWIVEDI,M,GEN,51,BJP,93626,1
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,MOHD. UMAR KHAN,M,GEN,57,BSP,48199,2
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,VIJAY SINGH,M,GEN,61,SP,36012,3
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,MANOJ AGARWAL,M,GEN,52,IND,20656,4
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,VEENA KUREEL,F,SC,59,IND,932,5
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,SARVESH SHAKYA,M,GEN,39,MD,878,6
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,SHANTI SWAROOP,M,GEN,38,IND,844,7
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,REHANA KHAN,F,GEN,59,IND,839,8
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,SARVENDRA SINGH,M,GEN,53,IND,809,9
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,DEEPAK KUMAR,M,GEN,48,IND,764,10
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,SURESH,M,GEN,45,IND,686,11
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,SURENDRA KUMAR,M,SC,35,RLD,660,12
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,VIJAY SINGH,M,GEN,31,IND,639,13
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,JANARDAN DUTT,M,GEN,40,PSWAM,456,14
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,SHYAM SREE,F,GEN,41,BSCP,397,15
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,MANOJ KUMAR,M,GEN,27,IND,372,16
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,None of the Above,NULL,NULL,NULL,NOTA,359,17
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,JAYVEER,M,SC,35,RPI,231,18
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,HANSRAM,M,GEN,38,IND,229,19
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,DHANANJIA,M,GEN,46,BMUP,228,20
S24,Uttar Pradesh,3,2017,Farrukhabad,194,Farrukhabad,GEN,GAURAV KUMAR,M,GEN,39,IND,166,21
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,NAGENDRA SINGH RATHORE,M,GEN,59,BJP,93673,1
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,ARSHAD JAMAL SIDDIQUI,M,GEN,33,SP,58796,2
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,NITIN SINGH JAIMINI RAJPUT,M,GEN,39,BSP,25838,3
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,URMILA,F,GEN,56,LD,2116,4
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,DALGANJAN SINGH,M,GEN,81,IND,994,5
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,JAGPAL,M,GEN,31,IND,958,6
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,JALALUDDIN,M,GEN,48,IND,769,7
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,AJAJ AHAMAD,M,GEN,30,IND,686,8
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,DHARMENDRA SINGH PAL,M,GEN,44,JAM,530,9
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,VISHRAM SINGH,M,GEN,77,RLD,524,10
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,AVNEET KUMAR,M,GEN,27,IND,501,11
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,REETA,F,GEN,30,IND,449,12
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,MO. TAMJEED,M,GEN,27,PECP,371,13
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,None of the Above,NULL,NULL,NULL,NOTA,299,14
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,ARVIND KUMAR,M,GEN,44,IND,221,15
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,RAMTIRTH,M,GEN,44,BSRD,193,16
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,ARVIND,M,SC,39,IND,182,17
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,SAYED ANWAR ALI,M,GEN,48,RsJnP,177,18
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,SHAILENDRA SINGH,M,GEN,49,IND,154,19
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,SRINIVAS,M,GEN,38,PSWAM,142,20
S24,Uttar Pradesh,3,2017,Farrukhabad,195,Bhojpur,GEN,VIJAY LAXMI,F,GEN,36,BMUP,135,21
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,ARCHANA PANDEY,F,GEN,56,BJP,112209,1
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,TAHIR HUSSAIN SIDDIQUI,M,GEN,46,BSP,74985,2
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,ARVIND SINGH,M,GEN,48,SP,72663,3
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,None of the Above,NULL,NULL,NULL,NOTA,1861,4
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,MEERA DEVI,F,GEN,49,IND,1287,5
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,TASKEEN,M,GEN,37,IND,989,6
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,UMESH CHANDRA,M,GEN,39,IND,968,7
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,SANJEEV KUMAR,M,GEN,42,IND,837,8
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,UMASHANKAR,M,GEN,55,MNVP,612,9
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,VIVEK KUMAR,M,GEN,26,JAM,570,10
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,RAJESH KUMAR SINGH,M,GEN,52,BSRD,523,11
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,ASHISH,M,GEN,26,IND,500,12
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,KUSUM,F,GEN,47,BMUP,292,13
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,ARCHANA,F,SC,36,IND,263,14
S24,Uttar Pradesh,3,2017,Kannauj,196,Chhibramau,GEN,SURENDRA SINGH,M,GEN,27,SDU,195,15
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,KAILASH SINGH RAJPUT,M,GEN,60,BJP,100426,1
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,VIJAY BAHADUR PAL,M,GEN,76,SP,76217,2
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,VIJAY SINGH,M,GEN,56,BSP,32036,3
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,None of the Above,NULL,NULL,NULL,NOTA,1872,4
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,SUDHIR KUMAR,M,SC,37,IND,928,5
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,ADIM ALI SHAH,M,GEN,30,VPI,607,6
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,VINAY KUMAR,M,GEN,39,IND,574,7
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,RAJU KHAN,M,GEN,32,SANVP,438,8
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,KARAN SINGH,M,GEN,41,BSRD,434,9
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,RAHUL,M,GEN,29,JAM,429,10
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,REETA,F,GEN,28,IND,342,11
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,MOHD. NAYYAR KHAN,M,GEN,31,IND,319,12
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,RAGHUVIR SINGH,M,SC,51,IND,216,13
S24,Uttar Pradesh,3,2017,Kannauj,197,Tirwa,GEN,PAWAN KUMAR BHANU,M,SC,45,IND,181,14
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,ANIL KUMAR DOHARE,M,SC,55,SP,99635,1
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,BANWARI LAL DOHARE,M,SC,65,BJP,97181,2
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,ANURAG SINGH,M,SC,30,BSP,44182,3
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,None of the Above,NULL,NULL,NULL,NOTA,1706,4
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,KRIPARAM,M,SC,51,BSRD,1160,5
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,SHRIKANT SINGH,M,SC,33,IND,946,6
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,SUNIL,M,SC,30,IND,860,7
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,RAM PRAKASH SINGH,M,SC,61,JAM,578,8
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,RAJ KATHERIA,M,SC,33,IND,562,9
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,MUKESH KUMAR JATAV,M,SC,32,AD,413,10
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,NEETU SINGH,F,SC,27,BMUP,304,11
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,DEEPAK DOHARE,M,SC,27,VPI,283,12
S24,Uttar Pradesh,3,2017,Kannauj,198,Kannauj ,SC,BIRENDRA,M,SC,33,IND,246,13
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,SHIVPAL SINGH YADAV,M,GEN,61,SP,126834,1
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,MANISH YADAV PATRE,M,GEN,34,BJP,74218,2
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,DURVESH KUMAR SHAKYA,M,GEN,44,BSP,24509,3
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,ASHOK KUMAR SHAKYA,M,GEN,50,JAM,1838,4
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,None of the Above,NULL,NULL,NULL,NOTA,1327,5
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,JAGPAL SINGH YADAV,M,GEN,59,RLD,1145,6
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,ANITA DEVI,F,GEN,32,IND,822,7
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,DESHDEEP YADAV,M,GEN,32,IND,622,8
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,ARUNA DEVI,F,GEN,32,IND,601,9
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,BHANUPRATAP,M,GEN,47,BSRD,585,10
S24,Uttar Pradesh,3,2017,Etawah,199,Jaswantnagar,GEN,RAGHUVEER SINGH,M,GEN,70,IND,556,11
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,SARITA BHADAURIYA,F,GEN,50,BJP,91234,1
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,KULDEEP GUPTA &AMP;#39;SANTU&AMP;#39;,M,GEN,45,SP,73892,2
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,NARENDRA NATH CHATURVEDI URF BALLU CHOUDHRI,M,GEN,66,BSP,43577,3
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,AMAR SINGH,M,GEN,58,CPM,1431,4
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,AMAR SINGH URF SANJAY TOMAR,M,GEN,40,VP,1251,5
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,ASHISH SINGH,M,GEN,47,LD,1203,6
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,SATENDRA SINGH,M,GEN,29,PECP,941,7
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,SUKHRANI,F,GEN,43,MHP,793,8
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,SHYAM SINGH,M,GEN,27,BNavP,774,9
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,MANISH KUMAR BAJPAI,M,GEN,30,IND,756,10
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,MANOJ KUMAR RAJPUT,M,GEN,26,JAM,625,11
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,ANIL KUMAR,M,GEN,53,IND,612,12
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,None of the Above,NULL,NULL,NULL,NOTA,594,13
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,PRADEEP SAXENA,M,GEN,34,IND,578,14
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,RAJBAHADUR,M,GEN,43,RSOSP,500,15
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,VIKAS BABU,M,GEN,26,IND,477,16
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,VIJENDRA SINGH CHAUHAN,M,GEN,37,RJAP,421,17
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,DEEPAK S. DSOUZA,M,GEN,42,BMUP,361,18
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,RAVINDRA SINGH,M,GEN,40,BSRD,323,19
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,HARENDRA KUMAR,M,GEN,39,SWAJANPA,267,20
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,UPDESH KUMAR,M,GEN,38,NASHMBP,233,21
S24,Uttar Pradesh,3,2017,Etawah,200,Etawah,GEN,BRAJRAM RATHAUR,M,GEN,53,LRAP,151,22
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,SAVITRI KATHERIA,F,SC,49,BJP,82005,1
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,KAMLESH KUMAR KATHERIA,M,SC,32,SP,80037,2
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,RAGHVENDRA KUMAR GAUTAM,M,SC,47,BSP,61838,3
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,None of the Above,NULL,NULL,NULL,NOTA,1608,4
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,DR. RAM BHAROSE LAL,M,SC,81,NCP,1027,5
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,VIMAL GAUTAM &#39;VIMAL KUMAR&#39;,M,SC,31,BSRD,950,6
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,RAJARAM VERMA,M,SC,67,JAM,847,7
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,ARVIND KUMAR,M,SC,37,VIP,827,8
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,VIJAY SINGH,M,SC,30,VP,522,9
S24,Uttar Pradesh,3,2017,Etawah,201,Bharthana ,SC,DHEKENDRA,M,SC,26,LD,479,10
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,VINAY SHAKYA,M,GEN,47,BJP,81905,1
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,DINESH KUMAR VERMA,M,GEN,39,SP,77995,2
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,SHIV PRASAD YADAV,M,GEN,55,BSP,53366,3
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,None of the Above,NULL,NULL,NULL,NOTA,1270,4
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,SANJEEV KUMAR SHAKYA,M,GEN,42,JAM,1147,5
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,UMAKANT,M,GEN,47,DESP,964,6
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,RADHAKRISHNA,M,GEN,44,IND,695,7
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,KRISHNAVEER SINGH,M,GEN,34,IND,688,8
S24,Uttar Pradesh,3,2017,Auraiya,202,Bidhuna,GEN,LAXMAN KUMAR,M,GEN,32,JANADIP,346,9
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,LAKHAN SINGH,M,GEN,60,BJP,71480,1
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,PRADEEP KUMAR YADAV,M,GEN,59,SP,59386,2
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,RAM KUMAR AWASTHI,M,GEN,46,BSP,51452,3
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,VAADSHAH RAJPUT,M,GEN,42,NINSHAD,2761,4
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,ATAR SINGH KUSHWAHA,M,GEN,54,CPI,1282,5
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,MAHENDRA PRATAP SINGH,M,GEN,39,IND,805,6
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,None of the Above,NULL,NULL,NULL,NOTA,690,7
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,SARNAAM,M,GEN,43,IND,678,8
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,VEDNARAYAN BATHAM,M,GEN,57,JAM,656,9
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,ARVIND SHARMA,M,GEN,40,LD,651,10
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,SHANDHYA DEVI,F,GEN,43,IND,586,11
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,RAJNI,F,GEN,52,IND,477,12
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,YOGESH PRATAP SINGH,M,SC,27,BMUP,287,13
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,BALVEER SINGH,M,GEN,70,IND,238,14
S24,Uttar Pradesh,3,2017,Auraiya,203,Dibiyapur,GEN,MUKESH KUMAR,M,GEN,45,IND,185,15
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,RAMESH CHANDRA,M,SC,53,BJP,83580,1
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,BHIMRAO AMBEDKAR,M,SC,52,BSP,51718,2
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,MADAN SINGH GAUTAM ALIAS SANTOSH,M,SC,50,SP,39201,3
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,KANTI,F,SC,62,NINSHAD,5141,4
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,None of the Above,NULL,NULL,NULL,NOTA,1191,5
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,ALOK KUMAR,M,SC,46,JAM,1139,6
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,MAN SINGH,M,SC,55,PECP,794,7
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,SANJEEV KUMAR VERMA,M,SC,33,LD,659,8
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,KAMLA DEVI,F,SC,51,BMUP,555,9
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,LAKSHMI DEVI,F,SC,48,IND,553,10
S24,Uttar Pradesh,3,2017,Auraiya,204,Auraiya ,SC,SARMAN SINGH SARDAR,M,SC,70,VPI,289,11
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,NIRMALA SANKHWAR,F,SC,47,BJP,88390,1
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,ARUN KUMARI KORI,F,SC,43,SP,54996,2
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,POONAM SANKHAVAR,F,SC,39,BSP,41060,3
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,None of the Above,NULL,NULL,NULL,NOTA,1421,4
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,BABURAM KATHERIYA,M,SC,55,IND,1164,5
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,MUNNILAL,M,SC,50,BSCP,1018,6
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,AVDHESH KUMAR,M,SC,50,BSRD,809,7
S24,Uttar Pradesh,3,2017,Kanpur Dehat,205,Rasulabad ,SC,USHA DEVI,F,SC,54,VPI,527,8
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,PRATIBHA SHUKLA,F,GEN,56,BJP,87430,1
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,NEERAJ SINGH,M,GEN,36,SP,58701,2
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,DR. SATISH SHUKLA,M,GEN,40,BSP,45761,3
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,VIJAY LAXMI,F,GEN,56,LD,2313,4
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,BALVAN SINGH,M,GEN,52,RLD,1717,5
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,SURENDRA KUMAR GUPTA,M,GEN,48,JAM,1191,6
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,None of the Above,NULL,NULL,NULL,NOTA,1098,7
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,LALIT KUMAR,M,GEN,33,PECP,1070,8
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,DEEPENDRA SINGH CHAUHAN,M,GEN,42,IND,907,9
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,ANAND AWASTHI,M,GEN,30,BSCP,790,10
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,PRATIBHA,F,GEN,30,IND,721,11
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,ABDUL SATTAR,M,GEN,74,BMUP,573,12
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,SHANTEE,F,GEN,46,SSD,392,13
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,RAMCHANDRA,M,GEN,72,VP,315,14
S24,Uttar Pradesh,3,2017,Kanpur Dehat,206,Akbarpur - Raniya,GEN,RAMPRAKASH KUSHWAHA,M,GEN,50,ALHP,228,15
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,MATHURA PRASAD PAL,M,GEN,70,BJP,87879,1
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,MAHENDRA KATIYAR (BABLU),M,GEN,48,BSP,49776,2
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,SEEMA SACHAN,F,GEN,58,SP,42010,3
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,PRABHAKAR PANDEY,M,GEN,40,NINSHAD,6381,4
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,MITHLESH KATIYAR,F,GEN,50,JANADIP,1961,5
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,None of the Above,NULL,NULL,NULL,NOTA,1442,6
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,RAMBALI SINGH,M,GEN,50,IND,1234,7
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,KRISHNA BABU,M,GEN,50,IND,694,8
S24,Uttar Pradesh,3,2017,Kanpur Dehat,207,Sikandra,GEN,SANTOSH KUMAR KUSHAWAHA,M,GEN,44,LD,675,9
