loanId,decision,isTier1,isRented,isMale,isSelfEmp,hasProofIncome,isMarried,isGrad,hasLoans,hasBankSavings,age,yrsAtAdd,yrsAtJob,monthlyExpenses,totalIncome,disposIncome,marketValHome,oldEMI,amntRequired,termRequired,downPayment,bankSavings,calcEMI,emiToTotInc,emiToDispInc,totEMItoTotInc,ltv,ltv_register,propDownPay,disposIncome_s,marketValHome_s,amntRequired_s,bankSavings_s,calcEMI_s,oldEMI_s
JAI-8626-568158,1,0,0,0,1,0,1,0,1,0,48,17,20,10402,39716,29314,2222222,2323,800000,180,400000,0,12312.03027,31.00017694,42.00051263,36.84920504,36.0000036,36,0.333333333,2.9314,2.222222,8,0,1.231203027,0.2323
JAI-776J-537469,1,0,0,0,1,0,1,0,0,0,58,24,25,13201,44681,31480,2368421,0,900000,180,988600,0,13851.04004,30.99984342,43.99949186,30.99984342,38.00000084,48,0.523456529,3.148,2.368421,9,0,1.385104004,0
JAI-MLP7-597286,1,0,0,0,1,0,1,1,0,0,36,30,9,13857,45265,31408,1298701,0,1000000,180,300000,0,15390.04004,33.99986753,49.00038219,33.99986753,77.00001771,77,0.230769231,3.1408,1.298701,10,0,1.539004004,0
JAI-XWD7-950219,1,0,1,0,1,0,1,0,1,0,39,32,15,18237,49645,31408,1298701,8743,1000000,180,300000,0,15390.04004,31.00018137,49.00038219,48.61121974,77.00001771,77,0.230769231,3.1408,1.298701,10,0,1.539004004,0.8743
JAI-5651-563949,1,0,1,1,1,0,1,0,0,0,35,2,8,15759,43525,27766,1694915,0,1000000,180,275000,0,16104.20996,36.99990801,57.99974775,36.99990801,59.00000885,59,0.215686275,2.7766,1.694915,10,0,1.610420996,0
JAI-ECC5-551381,1,0,0,0,1,0,1,1,0,0,37,17,25,21375,192376,171000,1492537,0,1000000,180,500000,0,15390.04004,7.999979228,9.000023415,7.999979228,67.00001407,67,0.333333333,17.1,1.492537,10,0,1.539004004,0
JAI-6543-669516,1,0,0,0,1,0,1,0,0,0,36,33,11,9249,23677,14428,1000000,0,600000,180,400000,0,9234.030273,39.00000115,64.0007643,39.00000115,60,60,0.4,1.4428,1,6,0,0.923403027,0
JAI-041F-820428,1,0,1,0,0,0,1,1,1,0,29,4,13,18321,42750,24429,2941176,5758,1000000,180,800000,0,15390.04004,36.00009366,62.99905866,49.46909951,34.00000544,50,0.444444444,2.4429,2.941176,10,0,1.539004004,0.5758
JAI-P03Y-622440,1,0,1,0,1,0,1,0,0,0,32,10,1,12742,59462,46720,1307692,0,850000,180,480000,0,13081.54004,21.99983189,27.99987166,21.99983189,65.00001529,62,0.360902256,4.672,1.307692,8.5,0,1.308154004,0
JAI-WPFH-719084,1,0,1,0,1,0,1,0,0,0,40,8,22,8181,43972,35791,1298701,0,1000000,180,300000,0,15390.04004,34.99963622,42.99974865,34.99963622,77.00001771,77,0.230769231,3.5791,1.298701,10,0,1.539004004,0
JAI-O417-529296,0,0,1,0,0,0,0,1,0,0,24,9,15,5725,24047,18321,704225,0,500000,180,253000,0,7695.02002,31.99991691,42.00109175,31.99991691,71.0000355,66,0.335989376,1.8321,0.704225,5,0,0.769502002,0
JAI-P1CH-989818,1,0,1,0,0,0,1,0,0,0,44,10,21,11158,31408,20250,1282051,0,1000000,180,200000,0,15390.04004,49.00038219,76.00019772,49.00038219,78.00001716,78,0.166666667,2.025,1.282051,10,0,1.539004004,0
JAI-22KK-807554,1,0,1,0,1,0,1,0,0,0,29,8,10,14580,30780,16200,2222222,0,1000000,180,200000,0,15390.04004,50.00013008,95.00024715,50.00013008,45.0000045,59,0.166666667,1.62,2.222222,10,0,1.539004004,0
JAI-JJ27-513851,1,0,1,1,1,0,1,0,0,0,33,10,16,10402,39716,29314,1403509,0,800000,180,200000,0,12312.03027,31.00017694,42.00051263,31.00017694,56.99999074,80,0.2,2.9314,1.403509,8,0,1.231203027,0
JAI-89HD-650602,1,0,0,0,0,0,1,1,0,0,54,50,1,12495,32745,20250,1204819,0,1000000,180,200000,0,15390.04004,46.99966419,76.00019772,46.99966419,83.00001909,83,0.166666667,2.025,1.204819,10,0,1.539004004,0
JAM-FTF0-647436,1,0,0,0,1,1,1,0,0,0,31,10,2,7884,28383,20499,959000,0,719250,180,240750,0,11069.29004,38.99971828,53.99917088,38.99971828,75,75,0.25078125,2.0499,0.959,7.1925,0,1.106929004,0
JAM-4I6I-887229,1,0,0,0,1,0,1,0,0,0,51,2,20,4859,13809,8951,269231,0,175000,60,125000,0,4833.310059,35.00115909,53.99743111,35.00115909,64.99994429,58,0.416666667,0.8951,0.269231,1.75,0,0.483331006,0
JAM-853T-691184,1,0,0,0,1,0,1,0,1,0,40,20,20,9053,27159,18106,2000000,2162,600000,180,1490605,0,9234.030273,33.99989055,50.99983582,41.96041928,30,29,0.713001739,1.8106,2,6,0,0.923403027,0.2162
JAM-B464-547686,0,0,1,0,1,0,1,0,0,0,42,10,12,6933,14894,7960,500000,0,300000,180,200000,0,4617.009766,30.99912559,58.00263525,30.99912559,60,60,0.4,0.796,0.5,3,0,0.461700977,0
JAM-MUTQ-626335,1,0,0,0,0,1,1,0,0,0,25,4,7,4589,28298,23709,1140000,0,570000,180,230000,0,8772.320313,30.99978908,36.99995914,30.99978908,50,71,0.2875,2.3709,1.14,5.7,0,0.877232031,0
JAM-1SZD-693972,1,0,0,0,1,0,1,0,0,0,26,2,7,5256,21501,16245,969388,0,475000,180,125000,0,7310.27002,33.99967452,45.00012324,33.99967452,48.99998762,79,0.208333333,1.6245,0.969388,4.75,0,0.731027002,0
JAM-2A3A-631352,1,0,1,1,1,0,0,1,1,0,49,2,15,13023,24484,11461,564516,3053,350000,180,100000,0,5386.52002,22.00016345,46.99869138,34.4695312,62.00001417,78,0.222222222,1.1461,0.564516,3.5,0,0.538652002,0.3053
JAM-2OTO-612830,1,0,0,0,1,0,1,0,0,1,47,15,30,8580,25741,17160,1818182,0,400000,120,400000,2800,7207.410156,27.99972867,42.00122469,27.99972867,21.9999978,50,0.5,1.716,1.818182,4,0.28,0.720741016,0
JAM-388K-659743,1,0,1,0,1,0,1,0,0,0,48,2,22,8531,20074,11543,1250000,0,300000,180,180000,0,4617.009766,22.99994902,39.99835195,22.99994902,24,62,0.375,1.1543,1.25,3,0,0.461700977,0
JAM-1MXY-535068,1,0,0,0,1,0,1,0,0,0,33,6,8,8744,38475,29731,1307692,0,850000,180,450000,0,13081.54004,34.00010407,43.99966378,34.00010407,65.00001529,65,0.346153846,2.9731,1.307692,8.5,0,1.308154004,0
JAM-YXW1-673682,1,0,0,0,1,0,1,0,0,0,40,5,3,7062,18413,11350,428571,0,300000,60,100000,0,8285.669922,44.99902201,73.00149711,44.99902201,70.00007,75,0.25,1.135,0.428571,3,0,0.828566992,0
JAM-1CG1-908549,1,0,0,0,1,0,1,0,0,1,50,48,20,5819,18217,12398,840580,0,580000,180,220000,22000,8926.219727,48.99939467,71.99725542,48.99939467,68.99997621,72,0.275,1.2398,0.84058,5.8,2.2,0.892621973,0
JAM-25PP-944954,1,0,1,0,0,1,1,0,0,1,46,7,7,8866,18135,9269,705882,0,240000,120,460000,22000,4171.140137,23.00049703,45.00097245,23.00049703,34.000017,80,0.657142857,0.9269,0.705882,2.4,2.2,0.417114014,0
JAM-T4Q2-623833,1,0,0,0,1,0,1,0,1,0,24,23,6,14118,30375,16257,1229508,2345,750000,180,650000,0,11542.53027,38.00009967,71.00037075,45.72026427,61.00000976,80,0.464285714,1.6257,1.229508,7.5,0,1.154253027,0.2345
JAM-PIEG-943398,1,0,0,0,1,0,1,0,0,0,40,39,0,11049,30780,19731,806452,0,500000,180,900000,0,7695.02002,25.00006504,38.99964533,25.00006504,61.99997024,61,0.642857143,1.9731,0.806452,5,0,0.769502002,0
JAM-V53M-880930,1,0,1,0,1,0,1,0,0,0,38,1,12,4867,15953,11086,745614,0,425000,180,325000,0,6540.77002,41.00025086,59.00027079,41.00025086,57.00000268,57,0.433333333,1.1086,0.745614,4.25,0,0.654077002,0
JAM-6P13-881135,1,0,1,0,1,0,1,0,0,1,36,8,8,11970,119700,107730,1206897,0,700000,180,350000,2000,10773.03027,9.000025291,10.0000281,9.000025291,57.99997846,78,0.333333333,10.773,1.206897,7,0.2,1.077303027,0
JAM-2HFM-510655,0,0,0,0,0,0,1,0,0,0,50,20,20,5615,24332,18717,1093750,0,700000,120,400000,0,12165.83984,49.99934179,64.99887719,49.99934179,64,64,0.363636364,1.8717,1.09375,7,0,1.216583984,0
JAM-3M66-570302,1,0,1,0,0,0,1,1,0,0,27,26,9,8087,29314,21228,1818182,0,800000,180,800000,0,12312.03027,42.00051263,57.99901203,42.00051263,43.9999956,44,0.5,2.1228,1.818182,8,0,1.231203027,0
JAM-DX0H-800651,1,0,0,0,1,0,1,0,0,0,52,51,12,11180,29946,18766,1836735,0,900000,168,900000,0,14074.54004,46.99973298,75.00021336,46.99973298,48.99999183,49,0.5,1.8766,1.836735,9,0,1.407454004,0
JAM-01C7-824539,1,0,0,0,1,0,1,0,0,0,54,1,20,7672,40553,32881,1590909,0,700000,120,900000,0,12165.83984,29.99985166,36.99960416,29.99985166,44.00000251,44,0.5625,3.2881,1.590909,7,0,1.216583984,0
JAM-0G6P-816311,1,0,0,0,1,0,1,0,0,0,33,5,5,6116,21747,15631,2166667,0,650000,180,1550000,0,10003.53027,45.99958741,63.99801851,45.99958741,29.99999538,30,0.704545455,1.5631,2.166667,6.5,0,1.000353027,0
JAM-Z4F7-582369,1,0,1,0,1,0,1,0,1,0,36,3,10,56430,107730,51300,1555556,40000,700000,180,400000,0,10773.03027,10.0000281,21.00005901,47.12988979,44.99998714,45,0.363636364,5.13,1.555556,7,0,1.077303027,4
JAM-8EIS-623385,1,0,1,0,1,0,1,0,0,0,42,3,18,13384,31635,18251,2202381,0,925000,180,450000,0,14235.79004,45.00012657,78.00005501,45.00012657,41.99999909,42,0.327272727,1.8251,2.202381,9.25,0,1.423579004,0
JDH-W1W6-543784,1,0,1,0,1,0,1,0,0,0,27,5,6,8947,40261,31314,1750000,0,700000,180,350000,0,11272.9502,27.99967759,35.99971321,27.99967759,40,67,0.333333333,3.1314,1.75,7,0,1.12729502,0
JDH-662P-929713,1,0,0,0,1,0,1,0,0,0,32,1,10,10980,40261,29280,2173913,0,1000000,180,200000,0,16104.20996,39.99952798,55.00071708,39.99952798,46.00000092,83,0.166666667,2.928,2.173913,10,0,1.610420996,0
JDH-HKM3-775499,1,0,0,0,1,0,1,0,0,1,46,35,30,5426,11838,6413,294118,0,200000,180,129000,100000,3078.01001,26.00109824,47.99641369,26.00109824,67.9999184,61,0.392097264,0.6413,0.294118,2,10,0.307801001,0
JDH-1365-509906,1,0,0,0,1,0,1,1,0,1,44,40,20,9780,33457,23677,2222222,0,1000000,180,1200000,100000,15390.04004,45.99946211,64.99995793,45.99946211,45.0000045,45,0.545454545,2.3677,2.222222,10,10,1.539004004,0
KTA-PD0Q-549367,0,0,0,0,1,0,1,0,0,0,44,2,20,8785,43924,35139,652174,0,150000,84,300000,0,3513.889893,7.999931456,9.999971236,7.999931456,22.99999693,33,0.666666667,3.5139,0.652174,1.5,0,0.351388989,0
KTA-0D7V-763101,1,0,0,0,1,0,1,0,1,0,51,25,17,11413,23426,12013,869565,1729,400000,84,229122,0,9370.379883,39.99991412,78.00199686,47.38060225,46.0000115,64,0.364193273,1.2013,0.869565,4,0,0.937037988,0.1729
KTA-6KVW-526282,1,0,0,0,1,0,1,0,1,0,57,22,30,10362,15635,5272,500000,3025,250000,108,250000,0,4534.049805,28.99935916,86.00246215,48.34697668,50,50,0.5,0.5272,0.5,2.5,0,0.45340498,0.3025
KTA-T4H5-786813,1,0,0,0,0,1,1,1,1,0,35,25,4,6314,20520,14206,857143,1970,600000,180,400000,0,9234.030273,45.00014753,65.00091703,54.60053739,69.99998833,70,0.4,1.4206,0.857143,6,0,0.923403027,0.197
KTA-4LEK-785811,0,0,0,0,1,0,1,0,0,0,31,20,12,4715,22160,17445,1296296,0,350000,84,23900,0,8199.080078,36.99945884,46.99959919,36.99945884,27.00000617,94,0.063920834,1.7445,1.296296,3.5,0,0.819908008,0
KTA-BO04-873909,1,0,0,0,1,0,1,0,0,0,40,12,25,7401,13664,6263,777778,0,280000,180,226780,0,4509.180176,33.0004404,71.99712878,33.0004404,35.99998971,55,0.447492008,0.6263,0.777778,2.8,0,0.450918018,0
KTA-0BVR-715482,1,0,1,0,1,0,1,0,0,0,30,2,15,10993,19238,8245,1000000,0,300000,180,700000,0,4617.009766,23.999427,55.99769273,23.999427,30,30,0.7,0.8245,1,3,0,0.461700977,0
KTA-14U0-811621,1,0,0,1,0,1,1,0,0,0,41,20,25,5318,16398,11080,1346154,0,350000,84,183946,0,8199.080078,50.00048834,73.99891767,50.00048834,25.99999703,77,0.344503002,1.108,1.346154,3.5,0,0.819908008,0
KTA-7TQH-837857,1,0,0,1,1,0,1,0,0,0,56,20,15,5009,11427,6418,1176471,0,200000,84,109288,0,4685.189941,41.00104963,73.00077815,41.00104963,16.99999405,65,0.353353509,0.6418,1.176471,2,0,0.468518994,0
MDG-RW55-742566,0,0,1,0,1,0,1,0,0,0,35,30,15,7699,30000,22301,1000000,0,800000,180,200000,0,12312.03027,41.04010091,55.20842237,41.04010091,80,80,0.2,2.2301,1,8,0,1.231203027,0
MDG-RJ0N-596325,1,0,1,0,0,1,1,1,0,0,30,2,1,6566,19699,13133,1207547,0,640000,180,560000,0,9849.629883,50.00065934,74.99908538,50.00065934,53.00000745,53,0.466666667,1.3133,1.207547,6.4,0,0.984962988,0
MDG-20X3-834255,0,0,1,0,1,0,1,0,0,0,44,10,17,6700,37500,30800,1100000,0,800000,180,300000,0,12312.03027,32.83208073,39.97412426,32.83208073,72.72727273,72.72727203,0.272727273,3.08,1.1,8,0,1.231203027,0
MDG-04G0-668221,1,0,0,0,0,1,1,0,0,0,55,30,28,9213,30151,20938,1578947,0,600000,72,1000000,0,15075.67969,50.00059596,72.00152683,50.00059596,38.00000887,38,0.625,2.0938,1.578947,6,0,1.507567969,0
MDG-1299-897230,0,0,1,0,1,0,0,1,0,0,50,20,25,11200,26706,15506,468750,0,500000,180,250000,0,7695.02002,28.81382468,49.62608035,28.81382468,106.6666667,106.6666641,0.333333333,1.5506,0.46875,5,0,0.769502002,0
MDG-JDPG-621145,1,0,0,0,1,0,1,0,0,0,45,25,25,8148,30780,22632,909091,0,500000,180,200000,0,7695.02002,25.00006504,34.00061868,25.00006504,54.9999945,71,0.285714286,2.2632,0.909091,5,0,0.769502002,0
MDG-HE73-625189,1,0,1,1,0,1,1,0,0,0,46,11,19,6988,21546,14558,1296296,0,700000,180,600000,0,10773.03027,50.00014051,74.00075748,50.00014051,54.00001234,54,0.461538462,1.4558,1.296296,7,0,1.077303027,0
MDG-08UO-786167,1,0,1,0,1,0,1,0,0,0,35,10,10,11923,30029,18106,1481481,0,800000,180,200000,0,12312.03027,41.00046713,67.99972536,41.00046713,54.00001755,80,0.2,1.8106,1.481481,8,0,1.231203027,0
MDG-ED9U-820929,1,0,1,0,0,1,1,1,0,0,36,1,2,10562,36212,25650,1403509,0,800000,180,200000,0,12312.03027,33.99986268,48.00011803,33.99986268,56.99999074,80,0.2,2.565,1.403509,8,0,1.231203027,0
MDG-2063-846535,1,0,1,0,1,0,1,0,0,0,35,7,10,10302,16819,6517,909091,0,300000,120,621000,0,5213.930176,31.00023887,80.00506638,31.00023887,32.9999967,33,0.674267101,0.6517,0.909091,3,0,0.521393018,0
MDG-8541-517753,1,0,1,0,0,1,1,0,0,0,46,7,5,8261,25127,16866,1568627,0,800000,180,0,0,12312.03027,48.99920513,72.99911226,48.99920513,51.00001466,51,0,1.6866,1.568627,8,0,1.231203027,0
MDG-LR10-740953,1,0,1,0,1,0,0,0,0,0,30,16,5,27482,219858,192376,1694915,0,1000000,180,690000,0,15390.04004,6.999990921,7.999979228,6.999990921,59.00000885,59,0.408284024,19.2376,1.694915,10,0,1.539004004,0
MDG-4MD8-950061,1,0,0,0,1,0,1,1,0,0,42,40,26,8984,27360,18376,1538462,0,800000,180,750000,0,12312.03027,45.00011065,67.00060009,45.00011065,51.9999844,52,0.483870968,1.8376,1.538462,8,0,1.231203027,0
MDG-6L68-580727,1,0,0,1,0,1,1,0,1,0,46,44,25,14573,37242,22669,1875000,3650,600000,120,1255000,0,10427.86035,28.00026946,46.00053091,37.80103204,32,32,0.676549865,2.2669,1.875,6,0,1.042786035,0.365
MDG-2759-561793,0,0,0,0,0,1,1,0,0,0,45,40,1,4150,13155,9005,260000,0,400000,180,120000,0,6156.02002,46.79604728,68.36224342,46.79604728,153.8461538,153.8461609,0.230769231,0.9005,0.26,4,0,0.615602002,0
MDG-F6P3-799606,1,0,1,0,1,0,1,0,0,0,34,8,13,6856,44561,37706,796250,0,637000,180,163000,0,9803.459961,22.00008968,25.99973469,22.00008968,80,80,0.20375,3.7706,0.79625,6.37,0,0.980345996,0
MDG-R0PB-883484,1,0,1,0,1,0,1,0,0,0,25,10,8,20615,49248,28633,1454545,0,800000,180,200000,0,12312.03027,25.00006147,42.99944216,25.00006147,55.00001719,80,0.2,2.8633,1.454545,8,0,1.231203027,0
MDG-ZT6R-581179,1,0,1,1,0,0,1,0,0,0,37,15,10,5007,16929,11922,1057692,0,550000,180,510000,0,8464.519531,50.00011537,70.99915728,50.00011537,52.00001513,52,0.481132075,1.1922,1.057692,5.5,0,0.846451953,0
MDG-Z3B7-638109,0,0,1,0,1,0,1,0,0,0,38,2,19,19000,30000,11000,918750,0,700000,180,350000,0,10773.03027,35.91010091,97.93663885,35.91010091,76.19047619,76.19047546,0.333333333,1.1,0.91875,7,0,1.077303027,0
MDG-69OY-608526,0,0,1,0,0,0,1,1,0,0,36,10,2,4125,22500,18375,1300000,0,800000,120,500000,0,13903.80957,61.7947092,75.66699086,61.7947092,61.53846154,61.53845978,0.384615385,1.8375,1.3,8,0,1.390380957,0
MDG-XC3A-984203,1,0,1,0,1,0,1,0,0,0,45,2,30,11879,26196,14316,1269841,0,800000,180,460000,0,12312.03027,46.99965748,86.00188791,46.99965748,63.00001339,63,0.365079365,1.4316,1.269841,8,0,1.231203027,0
MDG-5W57-979772,0,0,0,0,0,1,0,0,0,0,31,12,3,5900,18000,12100,1079375,0,550000,180,1020000,0,8464.519531,47.02510851,69.95470687,47.02510851,50.95541401,50.95541382,0.649681529,1.21,1.079375,5.5,0,0.846451953,0
MDG-P539-811803,1,0,0,0,0,1,1,0,0,0,53,22,3,22308,47804,25495,1290323,0,800000,96,500000,0,15297.16016,31.9997493,60.00062819,31.9997493,61.99997985,62,0.384615385,2.5495,1.290323,8,0,1.529716016,0
MDG-41A5-516640,1,0,1,0,1,0,1,0,0,0,30,5,6,14148,27982,13834,1194030,0,800000,180,400000,0,12312.03027,43.99982229,88.99833941,43.99982229,66.99999163,67,0.333333333,1.3834,1.19403,8,0,1.231203027,0
MDG-S3B0-695736,1,0,0,0,0,1,1,0,0,0,47,30,21,9735,16461,6726,1111111,0,400000,168,1042000,0,6255.350098,38.00103334,93.00252896,38.00103334,36.0000036,28,0.72260749,0.6726,1.111111,4,0,0.62553501,0
MDG-0157-523335,1,0,0,0,0,1,1,0,0,0,36,1,6,5005,10129,5124,514545,0,283000,180,32000,0,4355.379883,42.99911031,84.99960739,42.99911031,55.00004859,90,0.101587302,0.5124,0.514545,2.83,0,0.435537988,0
MDG-977T-748155,0,0,0,0,0,1,1,1,0,0,33,1,4,30779,56400,25621,1383750,0,600000,180,1245000,0,9234.030273,16.3723941,36.04086598,16.3723941,43.3604336,43.36043549,0.674796748,2.5621,1.38375,6,0,0.923403027,0
MDG-QG65-606333,1,0,1,0,1,0,1,0,0,0,51,3,30,15861,37537,21676,1785714,0,1000000,180,776000,0,15390.04004,40.99965378,71.00036925,40.99965378,56.00000896,56,0.436936937,2.1676,1.785714,10,0,1.539004004,0
MDG-T193-583742,0,0,0,0,1,0,0,1,0,0,32,20,10,12300,33650,21350,150000,0,300000,60,100000,0,8285.669922,24.62309041,38.80875842,24.62309041,200,200,0.25,2.135,0.15,3,0,0.828566992,0
MDG-X76U-927942,1,0,0,0,0,1,1,0,0,0,30,1,4,19533,39716,20184,2222222,0,800000,180,566000,0,12312.03027,31.00017694,60.99896093,31.00017694,36.0000036,59,0.414348463,2.0184,2.222222,8,0,1.231203027,0
MDG-6VNJ-617720,1,0,1,0,1,0,0,0,0,0,26,6,8,10745,23420,12674,1129032,0,700000,180,200000,0,10773.03027,45.99927529,85.00102788,45.99927529,62.00001417,78,0.222222222,1.2674,1.129032,7,0,1.077303027,0
MDG-DCQ3-920394,1,0,1,1,0,1,1,0,0,0,43,30,17,10180,22594,12414,1065574,0,650000,120,410000,0,11296.84961,49.99933438,91.00088295,49.99933438,60.99998686,61,0.386792453,1.2414,1.065574,6.5,0,1.129684961,0
MDG-QE9N-716839,0,0,1,0,1,0,0,1,0,0,30,1,3,30200,70000,39800,1280000,0,800000,120,480000,0,13903.80957,19.8625851,34.9341949,19.8625851,62.5,62.5,0.375,3.98,1.28,8,0,1.390380957,0
MDG-6KRM-627661,1,0,0,0,0,1,1,0,0,0,43,1,21,12900,24484,11584,1891892,0,700000,180,700000,0,10773.03027,44.00028702,92.99922543,44.00028702,36.99999789,50,0.5,1.1584,1.891892,7,0,1.077303027,0
MDG-ST6X-943229,1,0,1,0,0,0,1,0,0,0,28,4,7,11137,24559,13422,1293103,0,750000,180,550000,0,11542.53027,46.99918675,85.99709636,46.99918675,58.00002011,58,0.423076923,1.3422,1.293103,7.5,0,1.154253027,0
MDG-3226-686021,1,0,0,0,0,1,1,1,0,0,37,9,1,14364,35910,21546,4117647,0,700000,180,522000,0,10773.03027,30.0000843,50.00014051,30.0000843,17.00000024,57,0.427168576,2.1546,4.117647,7,0,1.077303027,0
MDG-L4WK-737039,1,0,1,0,1,0,1,0,0,0,36,10,15,15946,30780,14834,1311475,0,800000,180,700000,0,12312.03027,40.00009835,82.998721,40.00009835,61.00001906,53,0.466666667,1.4834,1.311475,8,0,1.231203027,0
MDG-G1V2-910903,0,0,0,0,1,0,1,0,0,0,40,14,20,7950,21000,13050,387500,0,500000,180,120000,0,7695.02002,36.64295247,58.96567065,36.64295247,129.0322581,129.0322571,0.193548387,1.305,0.3875,5,0,0.769502002,0
MDG-AXX5-855564,1,0,1,0,0,1,1,1,0,0,35,2,3,10440,23556,13117,1136364,0,750000,180,395000,0,11542.53027,49.00038323,87.9967239,49.00038323,65.99997888,66,0.344978166,1.3117,1.136364,7.5,0,1.154253027,0
MDG-WA30-531143,0,0,1,0,0,1,1,1,0,0,31,1,2,15071,29198,14127,931500,0,600000,180,642000,0,9234.030273,31.62555748,65.36441051,31.62555748,64.41223833,64.41223907,0.516908213,1.4127,0.9315,6,0,0.923403027,0
MDG-D3I8-789760,0,0,1,0,0,1,1,0,0,0,31,7,1,11700,23950,12250,787500,0,700000,180,200000,0,10773.03027,44.98133726,87.94310427,44.98133726,88.88888889,88.8888855,0.222222222,1.225,0.7875,7,0,1.077303027,0
MDG-FO9G-709741,1,0,1,0,0,1,1,0,0,0,32,3,5,10909,24688,13779,962500,0,770000,180,330000,0,11850.33008,48.00036487,86.00283096,48.00036487,80,70,0.3,1.3779,0.9625,7.7,0,1.185033008,0
MDG-H971-846372,0,0,1,0,1,0,1,0,0,0,31,2,2,15634,29314,13680,1509434,0,800000,180,700000,0,12312.03027,42.00051263,90.0002213,42.00051263,52.99999868,53,0.466666667,1.368,1.509434,8,0,1.231203027,0
MDG-K754-600385,1,0,1,0,0,1,1,1,0,0,28,3,1,11782,27982,16200,1403509,0,800000,180,500000,0,12312.03027,43.99982229,76.00018687,43.99982229,56.99999074,62,0.384615385,1.62,1.403509,8,0,1.231203027,0
MDG-CBFG-559381,1,0,1,0,1,0,1,1,0,0,30,6,5,31545,53531,21986,1568627,0,800000,180,510000,0,12312.03027,22.9998137,55.99940996,22.9998137,51.00001466,61,0.389312977,2.1986,1.568627,8,0,1.231203027,0
MDG-06O8-732539,1,0,0,0,1,0,1,0,0,0,34,10,10,11751,26765,15015,1568627,0,800000,180,775000,0,12312.03027,46.00048673,81.99820362,46.00048673,51.00001466,51,0.492063492,1.5015,1.568627,8,0,1.231203027,0
MDG-C3M9-992470,0,0,1,0,1,0,1,1,0,0,35,8,8,13067,49656,36589,1777778,0,800000,120,960000,0,13903.80957,28.00026094,37.9999715,28.00026094,44.99999438,45,0.545454545,3.6589,1.777778,8,0,1.390380957,0
MDG-T7V8-697195,1,0,0,0,0,0,0,0,0,0,32,31,2,7588,19983,12394,1052632,0,600000,144,450000,0,9791.540039,48.99934964,79.00225947,48.99934964,56.9999772,57,0.428571429,1.2394,1.052632,6,0,0.979154004,0
MDG-44F0-852993,0,0,0,0,1,0,0,0,0,0,29,10,5,19575,38475,18900,1250000,0,700000,180,550000,0,10773.03027,28.00007868,57.00016018,28.00007868,56,56,0.44,1.89,1.25,7,0,1.077303027,0
MDG-P8SG-742894,1,0,1,0,1,0,1,0,0,0,45,2,15,6975,17589,10614,800000,0,400000,180,400000,0,6156.02002,34.99926101,57.99905803,34.99926101,50,50,0.5,1.0614,0.8,4,0,0.615602002,0
MDG-MYS4-793987,0,0,0,0,0,1,1,1,0,0,55,40,28,11847,35541,23694,1538462,0,800000,84,750000,0,16348.63965,45.99938001,68.99907001,45.99938001,51.9999844,52,0.483870968,2.3694,1.538462,8,0,1.634863965,0
MDG-16GY-851296,1,0,1,0,0,1,1,1,0,0,36,1,2,11116,27982,16866,1066667,0,800000,180,260000,0,12312.03027,43.99982229,72.99911226,43.99982229,74.99997656,75,0.245283019,1.6866,1.066667,8,0,1.231203027,0
MDG-E4UT-806952,1,0,1,0,1,0,1,0,0,0,37,10,8,8500,19238,10737,1250000,0,600000,180,648000,0,9234.030273,47.99890983,86.0019584,47.99890983,48,48,0.519230769,1.0737,1.25,6,0,0.923403027,0
MDG-4QU8-644628,1,0,1,0,1,0,1,0,0,0,38,1,15,12738,21953,9215,613924,0,485000,180,165000,0,7464.169922,34.00068292,81.00021619,34.00068292,79.00000652,75,0.253846154,0.9215,0.613924,4.85,0,0.746416992,0
MDG-7WE0-792978,1,0,1,1,0,1,1,1,0,0,31,1,6,14148,27982,13834,1000000,0,800000,180,200000,0,12312.03027,43.99982229,88.99833941,43.99982229,80,80,0.2,1.3834,1,8,0,1.231203027,0
MDG-OF9E-583671,1,0,0,1,0,1,1,0,0,0,41,6,19,9660,25650,15990,1403509,0,800000,180,600000,0,12312.03027,48.00011803,76.99831315,48.00011803,56.99999074,57,0.428571429,1.599,1.403509,8,0,1.231203027,0
MDG-4436-788095,1,0,0,0,0,1,0,1,0,0,24,20,30,18734,42463,23730,987000,0,789600,84,410400,0,16136.11035,38.00040118,67.9987794,38.00040118,80,66,0.342,2.373,0.987,7.896,0,1.613611035,0
MDG-1059-902081,1,0,1,0,0,1,0,1,0,0,27,1,1,11175,24957,13782,800000,0,600000,180,200000,0,9234.030273,36.99976068,67.00065501,36.99976068,75,75,0.25,1.3782,0.8,6,0,0.923403027,0
MDG-D0SH-515945,1,0,1,0,1,0,1,0,0,0,35,4,12,9120,22800,13680,500000,0,400000,180,100000,0,6156.02002,27.0000878,45.00014634,27.0000878,80,80,0.2,1.368,0.5,4,0,0.615602002,0
MDG-OJ28-781023,1,0,1,0,1,0,1,0,0,0,42,10,6,21134,38475,17341,1481481,0,800000,180,200000,0,12312.03027,32.00007868,70.99954024,32.00007868,54.00001755,80,0.2,1.7341,1.481481,8,0,1.231203027,0
MDG-VI50-924203,1,0,0,1,0,1,1,1,0,0,36,1,11,6557,14657,8100,1904762,0,400000,180,1150000,0,6156.02002,42.00054595,76.00024715,42.00054595,20.99999895,26,0.741935484,0.81,1.904762,4,0,0.615602002,0
